代號,股名,日期,買賣別,價格,股數,損益,報酬率,市場,幣別,帳面收入,投資成本
"MRVL","Marvell Technology Inc","2026/06/18","賣出","317","4","117.56","10.23%","美國","美元","1,266.96","1,149.4"
